Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
couch movers,14,14,110,10,3.02,https://www.firstratemovers.com/professional-hoisting/,0,0,0.00,0.91,13400000,"[64,64,52,52,64,64,52,52,64,100,64,52]",2026-02-24,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic
couch movers,52,52,110,10,3.02,https://www.firstratemovers.com/,0,0,0.00,0.91,13400000,"[64,64,52,52,64,64,52,52,64,100,64,52]",2026-02-24,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",commercial,Organic
quote moving service,63,63,110,23,9.28,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.42,155000000,"[67,67,0,0,0,0,0,4,1,1,1,1]",2026-02-10,"Local pack, Image pack, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
how much will it cost to relocate,34,34,480,,2.19,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.76,3040000000,"[66,81,81,81,81,81,100,81,81,81,66,66]",2026-01-17,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
moving help ottawa,42,42,590,16,3.07,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.37,115000000,"[24,20,10,13,20,36,55,55,55,45,45,36]",2026-01-13,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
moving help ottawa,77,77,590,16,3.07,https://www.firstratemovers.com/local-moving-in-ottawa/,0,0,0.00,0.37,115000000,"[24,20,10,13,20,36,55,55,55,45,45,36]",2026-01-13,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
packing service,40,40,70,23,3.25,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.16,2810000000,"[0,0,1,0,16,3,6,6,6,3,3,6]",2026-01-18,"Local pack, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
how much does it cost to move home,35,35,170,18,1.37,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.38,2170000000,"[34,53,53,65,80,65,65,53,65,65,65,53]",2026-02-11,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
long distance moving companies ontario,20,20,390,27,9.52,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.74,4140000,"[54,54,54,66,54,54,66,81,81,100,100,100]",2026-03-04,"Local pack, People also ask, Related searches",commercial,Organic
long distance moving companies ontario,21,21,390,27,9.52,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.74,4140000,"[54,54,54,66,54,54,66,81,81,100,100,100]",2026-03-04,"Local pack, People also ask, Related searches",commercial,Organic
medium moving box,46,46,50,22,0.58,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.87,209000000,"[0,7,0,0,65,42,100,7,11,7,7,7]",2026-02-27,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
piano movers in toronto,92,92,110,,5.45,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.34,236000,"[0,0,4,4,6,2,2,35,35,100,35,66]",2026-02-22,"Local pack, Image, People also ask, Related searches",commercial,Organic
marketplace ottawa buy and sell,6,6,170,47,1.00,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.04,6850000,"[35,28,18,23,23,23,35,66,35,15,18,28]",2026-03-01,"People also ask, Related searches","navigational, transactional",People also ask
best moving company for long distance,57,57,110,,9.18,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.04,373000000,"[33,52,66,66,52,42,66,52,42,100,52,52]",2026-01-14,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
moving a truck,78,78,390,50,3.03,https://www.firstratemovers.com/help-loading-or-unloading-truck-or-container/,0,0,0.00,0.63,293000000,"[0,0,81,100,100,81,100,54,81,81,28,54]",2026-02-17,"Local pack, Video, Video Carousel, Related searches, AI overview",commercial,Organic
best movers,47,47,390,46,5.79,https://www.firstratemovers.com/,0,0,0.00,0.57,205000000,"[8,30,13,20,36,16,36,36,36,16,20,16]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
let's get moving ottawa,32,32,170,21,1.90,https://www.firstratemovers.com/,0,0,0.00,0.14,10200000,"[65,100,80,80,80,100,100,80,53,3,42,53]",2026-03-03,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
ottawa senior movers,57,57,170,20,2.90,https://www.firstratemovers.com/,0,0,0.00,0.32,198000,"[42,26,80,80,100,100,80,100,34,26,65,65]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",informational,Organic
storage first month free,22,22,50,23,8.55,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.94,535000000,"[27,45,18,36,27,63,81,63,27,36,18,63]",2026-02-27,"Sitelinks, Video, Related searches, AI overview",commercial,Organic
two men and truck movers,75,75,70,32,2.42,https://www.firstratemovers.com/,0,0,0.00,0.36,15100000,"[0,0,9,28,12,100,12,21,21,12,12,15]",2026-02-20,"Knowledge panel, Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
marketplaceottawa,5,5,50,37,1.38,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.02,35200000,"[15,21,21,12,21,15,28,15,15,12,9,12]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
moving cartons,33,33,70,36,1.25,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,30700000,"[17,10,17,23,17,17,28,23,23,35,17,12]",2026-02-27,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
cheap long distance moving companies,24,24,170,24,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,160000000,"[23,43,12,23,53,66,28,43,53,100,35,53]",2026-03-03,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
cheap long distance moving companies,35,35,170,24,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,160000000,"[23,43,12,23,53,66,28,43,53,100,35,53]",2026-03-03,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
local mover,15,15,70,39,5.77,https://www.firstratemovers.com/,0,0,0.00,0.4,0,"[1,3,4,1,4,5,8,6,4,4,6,5]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
local mover,39,39,70,39,5.77,https://www.firstratemovers.com/,0,0,0.00,0.4,0,"[1,3,4,1,4,5,8,6,4,4,6,5]",2026-03-08,"Local pack, Video, Image, Related searches",commercial,Organic
nepean movers,96,96,90,9,0.00,https://www.firstratemovers.com/,0,0,0.00,0.59,115000,"[14,14,35,28,14,78,28,100,100,100,100,100]",2026-01-18,"Local pack, Image, People also ask, Related searches",commercial,Organic
appliances moving,44,44,50,11,2.39,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.98,146000000,"[14,19,14,19,23,33,80,23,19,9,14,14]",2026-02-27,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
moving company ottawa,52,52,1000,52,6.95,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.86,79000000,"[13,16,24,30,24,30,30,54,79,100,41,54]",2026-01-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
moving company ottawa,88,88,1000,52,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.86,79000000,"[13,16,24,30,24,30,30,54,79,100,41,54]",2026-01-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
mover in ottawa,44,44,70,44,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.86,40100000,"[0,0,7,0,0,100,2,17,23,23,7,5]",2026-01-25,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
moving company vaughan,2,2,390,16,11.12,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.67,15100000,"[44,29,44,36,36,23,15,54,81,81,100,66]",2026-02-13,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
jiajia moving,7,7,260,25,2.21,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.15,98,"[35,43,35,66,100,66,82,66,100,53,66,35]",2026-03-05,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
jiajia moving,7,7,260,25,2.21,https://www.firstratemovers.com/,0,0,0.00,0.15,98,"[35,43,35,66,100,66,82,66,100,53,66,35]",2026-03-05,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
jiajia moving,7,7,260,25,2.21,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.15,98,"[35,43,35,66,100,66,82,66,100,53,66,35]",2026-03-05,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
move local,15,15,110,22,5.44,https://www.firstratemovers.com/what-is-a-local-move/,0,0,0.00,0.15,2130000000,"[0,0,2,0,100,0,0,0,3,0,0,3]",2026-02-28,"Sitelinks, Video, Related searches",informational,Organic
local moving company,14,14,390,55,5.44,https://www.firstratemovers.com/,0,0,0.00,0.15,844000000,"[2,7,5,8,7,11,13,37,37,31,37,46]",2026-02-27,"Local pack, Image, People also ask, Related searches",commercial,Organic
local moving company,64,64,390,55,5.44,https://www.firstratemovers.com/,0,0,0.00,0.15,844000000,"[2,7,5,8,7,11,13,37,37,31,37,46]",2026-02-27,"Local pack, Image, People also ask, Related searches",commercial,Organic
best movers moving company,73,73,390,21,5.79,https://www.firstratemovers.com/,0,0,0.00,0.57,31000000,"[54,54,44,19,67,54,36,36,54,29,44,19]",2026-02-07,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
long distance moving company quotes,29,29,110,23,13.69,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.41,24800000,"[11,64,82,100,82,64,64,64,41,100,29,52]",2026-03-01,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
long distance moving company quotes,32,32,110,23,13.69,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.41,24800000,"[11,64,82,100,82,64,64,64,41,100,29,52]",2026-03-01,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
ottawa pod storage,84,84,70,35,4.27,https://www.firstratemovers.com/our-storage/,0,0,0.00,0.88,352000,"[5,10,0,0,10,12,1,10,12,10,10,7]",2026-03-03,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
pro moving company,6,6,140,22,6.11,https://www.firstratemovers.com/,0,0,0.00,0.23,669000000,"[82,82,64,82,64,82,64,64,82,64,64,100]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches, See results about",commercial,People also ask
pro moving company,58,58,140,22,6.11,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.23,669000000,"[82,82,64,82,64,82,64,64,82,64,64,100]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches, See results about",commercial,Organic
adams moving,45,45,90,22,2.13,https://www.firstratemovers.com/,0,0,0.00,0.22,183000000,"[14,18,14,29,18,22,22,22,22,18,18,14]",2026-01-27,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
frank's worldwide moving,8,8,50,15,0.00,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0,61500000,"[28,28,28,50,50,50,50,50,14,7,100,7]",2026-03-04,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,People also ask
frank's worldwide moving,8,8,50,15,0.00,https://www.firstratemovers.com/,0,0,0.00,0,61500000,"[28,28,28,50,50,50,50,50,14,7,100,7]",2026-03-04,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,People also ask
ottawa moving services,66,66,260,43,6.95,https://www.firstratemovers.com/local-moving-in-ottawa/,0,0,0.00,0.86,124,"[24,13,4,4,5,7,7,13,16,10,13,13]",2026-03-05,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
welland movers,3,3,50,11,4.80,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.57,161000,"[27,36,27,36,0,18,36,100,81,63,63,45]",2026-02-16,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
how much will it cost to move,33,33,140,21,2.19,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.76,2260000000,"[21,21,21,28,21,28,34,100,100,100,28,43]",2026-01-25,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
movers ottawa,80,80,1600,46,6.95,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.86,2180000,"[44,30,65,44,44,55,44,65,55,55,55,55]",2026-01-26,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
how much will a moving company cost,16,16,140,11,2.53,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.83,887000000,"[0,6,0,0,0,0,0,44,66,66,44,36]",2026-01-12,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how much will a moving company cost,98,98,140,11,2.53,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.83,887000000,"[0,6,0,0,0,0,0,44,66,66,44,36]",2026-01-12,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
cost to move 1 bedroom apartment cross country,52,52,320,16,2.24,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.39,16800000,"[8,66,54,66,66,66,66,66,66,100,81,66]",2026-01-19,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
better business bureau movers,9,9,50,32,3.82,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.69,125,"[35,35,35,50,64,50,14,14,14,78,14,14]",2026-03-05,"People also ask, Related searches, AI overview",navigational,People also ask
better business bureau movers,9,9,50,32,3.82,https://www.firstratemovers.com/,0,0,0.00,0.69,125,"[35,35,35,50,64,50,14,14,14,78,14,14]",2026-03-05,"People also ask, Related searches, AI overview",navigational,People also ask
movers ottawa ontario,54,54,390,43,6.95,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.86,585000,"[3,21,32,11,32,26,26,72,48,59,100,48]",2026-01-27,"Local pack, Image, People also ask, Related searches",commercial,Organic
where to throw away furniture,51,51,170,21,1.40,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.78,147000000,"[42,53,53,53,65,80,65,53,100,53,53,65]",2026-02-10,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
where do you get moving boxes,37,37,320,37,0.89,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,346000000,"[0,1,13,30,20,10,10,100,76,16,6,6]",2026-02-24,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
cheapest movers near me,9,9,70,50,3.75,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,1,44400000,"[29,29,29,29,29,29,29,52,64,52,41,41]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
cheapest movers near me,10,10,70,50,3.75,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,1,44400000,"[29,29,29,29,29,29,29,52,64,52,41,41]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
move and storage companies,45,45,320,61,6.36,https://www.firstratemovers.com/,0,0,0.00,0.56,400000000,"[66,66,54,66,66,66,66,66,66,81,66,66]",2026-01-27,"Local pack, People also ask, Related searches",commercial,Organic
low cost long distance movers,35,35,90,21,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,22100000,"[9,28,15,81,0,34,6,28,28,100,15,12]",2026-02-20,"Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
movers moving company,27,27,260,50,6.74,https://www.firstratemovers.com/,0,0,0.00,0.33,72600000,"[1,1,9,12,100,100,9,44,66,15,54,29]",2026-01-22,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
best local movers,14,14,50,16,0.00,https://www.firstratemovers.com/,0,0,0.00,0.43,55000000,"[7,7,42,42,42,7,7,11,11,42,7,15]",2026-01-28,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
local moving companies,37,37,1300,40,5.44,https://www.firstratemovers.com/local-moving-in-ottawa/,0,0,0.00,0.15,620000000,"[68,84,84,52,68,46,68,52,31,68,84,100]",2026-01-11,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
where to buy boxes cheap,48,48,260,44,2.30,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.78,375000000,"[43,66,54,66,66,35,35,66,66,81,29,29]",2026-01-16,"Local pack, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums, AI overview",transactional,Organic
